tvg-name,地区,URL,来源,原始tvg-name
台视,台湾,https://stream1.freetv.fun/tai-shi-xin-wen-12.m3u8,台湾源,臺視新聞臺
台视,台湾,https://stream1.freetv.fun/tai-shi-xin-wen-4.m3u8,台湾源,臺視新聞臺
台视,台湾,https://stream1.freetv.fun/tai-shi-xin-wen-21.m3u8,台湾源,臺視新聞臺
台视,台湾,https://stream1.freetv.fun/tai-shi-xin-wen-17.m3u8,台湾源,台視新聞FHD
台视,台湾,https://stream1.freetv.fun/tai-shi-xin-wen-3.m3u8,台湾源,台視新聞FHD
台视,台湾,https://stream1.freetv.fun/tai-shi-xin-wen-19.m3u8,台湾源,台視新聞FHD
台视,台湾,https://stream1.freetv.fun/tai-shi---wj-2.m3u8,台湾源,台視HD
台视,台湾,https://stream1.freetv.fun/tai-shi---wj-3.m3u8,台湾源,台視HD
台视,台湾,https://stream1.freetv.fun/tai-shi---wj-4.m3u8,台湾源,台視HD
台视,台湾,https://stream1.freetv.fun/tai-shi---wj-1.m3u8,台湾源,台視HD
台视,台湾,https://stream1.freetv.fun/tai-shi-xin-wen---wj-1.m3u8,台湾源,台視新聞FHD
台视,台湾,https://stream1.freetv.fun/tai-shi-xin-wen-hd--wj-1.m3u8,台湾源,台視新聞
中视,台湾,https://stream1.freetv.fun/zhong-shi---wj-3.m3u8,台湾源,中視HD
中视,台湾,https://stream1.freetv.fun/zhong-shi---wj-1.m3u8,台湾源,中視HD
中视,台湾,https://stream1.freetv.fun/zhong-shi---wj-2.m3u8,台湾源,中視HD
中视,台湾,https://stream1.freetv.fun/zhong-shi-xin-wen-9.ctv,台湾源,中視新聞FHD
中视,台湾,https://stream1.freetv.fun/zhong-shi-jing-dian-1.ctv,台湾源,中視經典
中视,台湾,https://stream1.freetv.fun/zhong-shi-jing-dian---wj-1.m3u8,台湾源,中視經典
中视,台湾,https://stream1.freetv.fun/zhong-shi-xin-wen---wj-4.m3u8,台湾源,中視新聞臺
中视,台湾,https://stream1.freetv.fun/zhong-shi-xin-wen---wj-3.m3u8,台湾源,中視新聞臺
中视,台湾,https://stream1.freetv.fun/zhong-shi-xin-wen---wj-2.m3u8,台湾源,中視新聞臺
中视,台湾,https://stream1.freetv.fun/zhong-shi-xin-wen---wj-5.m3u8,台湾源,中視新聞臺
中视,台湾,https://stream1.freetv.fun/zhong-shi-xin-wen---wj-1.m3u8,台湾源,中視新聞臺
华视,台湾,https://stream1.freetv.fun/hua-shi---wj-2.m3u8,台湾源,華視HD
华视,台湾,https://stream1.freetv.fun/hua-shi---wj-1.m3u8,台湾源,華視HD
华视,台湾,https://stream1.freetv.fun/hua-shi---wj-3.m3u8,台湾源,華視HD
华视,台湾,http://125.227.210.55:8163/VideoInput/play.ts,台湾源,華視HD
公视,台湾,https://stream1.freetv.fun/gong-shi-2.ctv,台湾源,公視HD
公视,台湾,https://stream1.freetv.fun/gong-shi---wj-1.m3u8,台湾源,公視HD
公视,台湾,https://stream1.freetv.fun/gong-shi---wj-2.m3u8,台湾源,公視HD
公视,台湾,https://stream1.freetv.fun/gong-shi---wj-4.m3u8,台湾源,公視HD
公视,台湾,https://stream1.freetv.fun/gong-shi---wj-3.m3u8,台湾源,公視HD
公视,台湾,https://stream1.freetv.fun/gong-shi---wj-5.m3u8,台湾源,公視HD
