tvg-name,地区,URL,来源,原始tvg-name
tvb+,香港,https://porbrics.mediacdn.ru/cdn/brics/portuguese/playlist.m3u8,手动/查找源,tvbricsportuguese1080p
tvb+,香港,https://rusbrics.mediacdn.ru/cdn/brics/russian/playlist.m3u8,手动/查找源,tvbricsrussian1080p
tvb+,香港,https://espbrics.mediacdn.ru/cdn/brics/spanish/playlist.m3u8,手动/查找源,tvbricsspanish1080p
tvb+,香港,https://stream.polar.cz/tvbrno1/tvbrno1live-1/playlist.m3u8,手动/查找源,tvbrno11080p
tvb+,香港,https://5ad482a77183d.streamlock.net/rodrigotvbrusque.com.br/5d880199c902eb4a1e8df00d/playlist.m3u8,手动/查找源,tvbrusque720p
tvb+,香港,https://stream1.freetv.fun/f7609a9d5a728301933aaa0b368011266dcb976577cb7093a38fdb6bbdbc990b.m3u8,手动/查找源,tvbsasia
tvb+,香港,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8,手动/查找源,tvbsasia1080p
tvb+,香港,https://stream1.freetv.fun/c134e526f19879f984d9f81296f5285ec6abd228d0cc23c4bf5540d300bd53e9.m3u8,手动/查找源,tvbshd
tvb+,香港,https://stream1.freetv.fun/4a10ec64ddc90d76bf7a79fe19bd4679fba90dc3a092b9e6725fca9a3e85b85f.m3u8,手动/查找源,tvbshd
tvb+,香港,https://stream1.freetv.fun/9260c473f04ac13fbb743c15c4c24dbc74c9cc059a10f1525ddf9bec1bda24bb.m3u8,手动/查找源,tvbshd
tvb+,香港,https://stream1.freetv.fun/a0c04fdabaed8094a3daff9f2d4161a650ee1f4640873ff6bba8eaa97723c87d.m3u8,手动/查找源,tvbshd
tvb+,香港,https://stream1.freetv.fun/5325e5d7ff0449ec19c4c62689170c6410bdfb91394e5b684a473f1633d19252.m3u8,手动/查找源,tvbsnews
tvb+,香港,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd,手动/查找源,tvbs亚洲
tvb+,香港,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8,手动/查找源,tvbs亚洲
tvb+,香港,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8,手动/查找源,tvbs亚洲
tvb+,香港,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8,手动/查找源,tvbs亚洲
tvb+,香港,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8,手动/查找源,tvbs亚洲
tvb+,香港,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8,手动/查找源,tvbs亚洲
tvb+,香港,https://stream1.freetv.fun/58193b5bcc668a506075bfd68fb8964f1fb19e6569d885f0a688b0eed7d8de41.m3u8,手动/查找源,tvbs新聞hd
tvb+,香港,https://stream1.freetv.fun/dbbe5d12c0d19068dbcbfb6cc8bc194d126199c97859e3ebc42afbc098d13b2f.m3u8,手动/查找源,tvbs新聞hd
tvb+,香港,https://stream1.freetv.fun/750c3798d6ec858145ba8273f69b2a1892e4b614d38c2261df46ec6bf83d8bcf.m3u8,手动/查找源,tvbs新聞hd
tvb+,香港,http://61.221.215.25:8800/hls/9/index.m3u8,手动/查找源,tvbs新闻
tvb+,香港,https://stream1.freetv.fun/d4fcfea9eac6282bc1e496b2a917d981ab1e2095238e45c98573971702372b2c.m3u8,手动/查找源,tvbs歡樂臺hd
tvb+,香港,https://stream1.freetv.fun/08541fe37560d5f0d62b2c4a30bb99188779971ae568d19a797358bbf0a2c28a.m3u8,手动/查找源,tvbs歡樂臺hd
tvb+,香港,https://stream1.freetv.fun/09d58e6a52c4439965fe521f5996d8afd2582c780455e1cba55465ca8b013b66.m3u8,手动/查找源,tvbs歡樂臺hd
tvb+,香港,https://smt.1678520.xyz/smt3.2.1.php?id=Tvbclassic,手动/查找源,tvb千禧经典
tvb+,香港,https://smt.1678520.xyz/smt3.2.1.php?id=Tvbentertainment,手动/查找源,tvb娱乐新闻
tvb+,香港,https://smt.1678520.xyz/smt3.2.1.php?id=pearl_twn,手动/查找源,tvb明珠
tvb+,香港,http://5.cdn.loc.cc/smt3.2.1.php?id=jade_twn,手动/查找源,tvb明珠
tvb+,香港,https://smt.1678520.xyz/smt3.2.1.php?id=jade_twn#%23%23HLS%5C%5Cn,手动/查找源,tvb翡翠
tvb+,香港,https://smt.1678520.xyz/smt3.2.1.php?id=jade_twn,手动/查找源,tvb翡翠
tvb+,香港,http://mytv.cdn.loc.cc/o12.php?id=fct,手动/查找源,tvb翡翠
tvb+,香港,https://alba-bo-bolivision-upptv.stream.mediatiquestream.com/index.m3u8,手动/查找源,upptv/bolivisiónscz720pnot24/7
翡翠台,香港,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn,手动/查找源,翡翠台
明珠,香港,https://mytv.cdn.loc.cc/o12.php?id=mzt,手动/查找源,明珠台
明珠,香港,https://stream1.freetv.fun/ming-zhu-10.m3u8,手动/查找源,明珠台
明珠,香港,http://108.181.20.181:45233,手动/查找源,明珠台
明珠,香港,https://stream1.freetv.fun/hang-zhou-ming-zhu-2.ctv,手动/查找源,杭州明珠
明珠,香港,https://stream1.freetv.fun/hang-zhou-ming-zhu-1.ctv,手动/查找源,杭州明珠
viutv,香港,https://smt.1678520.xyz/smt3.2.1.php?id=viu1_twn,手动/查找源,viutv
viutv,香港,https://hls.iptv8k.top/hls/index.m3u8,手动/查找源,viutv
now新闻,香港,http://bxtv.3a.ink/mytv/fp1.php?id=now,手动/查找源,now新闻
凤凰资讯,香港,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8,手动/查找源,凤凰资讯
凤凰资讯,香港,https://smt.1678520.xyz/smt3.2.1.php?id=phoenixinfo_hd,手动/查找源,凤凰资讯
凤凰资讯,香港,https://stream1.freetv.fun/feng-huang-zi-xun-21.ctv,手动/查找源,凤凰资讯
凤凰资讯,香港,https://stream1.freetv.fun/feng-huang-zi-xun-16.m3u8,手动/查找源,凤凰资讯
凤凰资讯,香港,https://stream1.freetv.fun/feng-huang-zi-xun-15.m3u8,手动/查找源,凤凰资讯
凤凰资讯,香港,https://stream1.freetv.fun/feng-huang-zi-xun-2.m3u8,手动/查找源,凤凰资讯
凤凰资讯,香港,https://stream1.freetv.fun/feng-huang-zi-xun-12.ctv,手动/查找源,凤凰资讯
凤凰资讯,香港,https://stream1.freetv.fun/feng-huang-zi-xun-25.ctv,手动/查找源,凤凰资讯
凤凰资讯,香港,https://stream1.freetv.fun/feng-huang-zi-xun-23.m3u8,手动/查找源,凤凰资讯
凤凰资讯,香港,https://stream1.freetv.fun/feng-huang-zi-xun-19.m3u8,手动/查找源,凤凰资讯
凤凰资讯,香港,https://stream1.freetv.fun/bfd140266f0bc1d9689c8cca261521038b45d662a160a3785d45d074b26899c2.m3u8,手动/查找源,凤凰资讯
凤凰资讯,香港,https://stream1.freetv.fun/feng-huang-zi-xun-11.ctv,手动/查找源,凤凰资讯
凤凰资讯,香港,https://stream1.freetv.fun/a5857ad51b58a0f7a8c9cbdf291571692b0eed9f5ab2cfce97a211260533c0d8.m3u8,手动/查找源,凤凰资讯
凤凰资讯,香港,https://stream1.freetv.fun/feng-huang-zi-xun-13.m3u8,手动/查找源,凤凰资讯
凤凰资讯,香港,http://58.19.180.108:9981/stream/channelid/708272803?profile=pass,手动/查找源,凤凰资讯
凤凰资讯,香港,https://stream1.freetv.fun/feng-huang-zi-xun-2.ctv,手动/查找源,凤凰资讯
凤凰资讯,香港,https://stream1.freetv.fun/feng-huang-zi-xun-20.m3u8,手动/查找源,凤凰资讯
凤凰资讯,香港,https://stream1.freetv.fun/feng-huang-zi-xun-1.ctv,手动/查找源,凤凰资讯
凤凰资讯,香港,https://stream1.freetv.fun/feng-huang-zi-xun-1.m3u8,手动/查找源,凤凰资讯
凤凰资讯,香港,https://stream1.freetv.fun/5fb13a1ac8acfc0fbc7121568b65c78e0383919949c35c2a7f278a1ddd081e2b.m3u8,手动/查找源,凤凰资讯
凤凰资讯,香港,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8,手动/查找源,凤凰资讯
凤凰资讯,香港,https://stream1.freetv.fun/feng-huang-zi-xun-15.ctv,手动/查找源,凤凰资讯
凤凰资讯,香港,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8,手动/查找源,凤凰资讯
凤凰资讯,香港,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8,手动/查找源,凤凰资讯
凤凰资讯,香港,http://zqh2333.top:2222/rtp/239.93.24.4:2191,手动/查找源,凤凰资讯
凤凰资讯,香港,http://api.mg.itv888.cn:8080/hls/11ef1dc70d8/index.m3u8,手动/查找源,凤凰资讯
凤凰资讯,香港,http://108.181.20.181:33811,手动/查找源,凤凰资讯
凤凰资讯,香港,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8,手动/查找源,凤凰资讯
凤凰中文,香港,https://k44991.kylintv.tv/live/pxna_iphone.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,https://stream1.freetv.fun/feng-huang-zhong-wen-11.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,https://stream1.freetv.fun/feng-huang-zhong-wen-3.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,https://stream1.freetv.fun/feng-huang-zhong-wen-6.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,https://stream1.freetv.fun/feng-huang-zhong-wen-4.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,http://108.181.20.181:34233,手动/查找源,凤凰中文
凤凰中文,香港,https://stream1.freetv.fun/feng-huang-zhong-wen-12.ctv,手动/查找源,凤凰中文
凤凰中文,香港,http://27.41.245.32:801/hls/205/index.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,http://smart.cityq.xyz:8278/phoenixtv_hd/playlist.m3u8?tid=MF6F2163882521638825&ct=19249&tsum=2375037c2689c4190d14c8a52bc35c83,手动/查找源,凤凰中文
凤凰中文,香港,https://stream1.freetv.fun/feng-huang-zhong-wen-12.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,https://stream1.freetv.fun/feng-huang-zhong-wen-8.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,https://stream1.freetv.fun/feng-huang-zhong-wen-10.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,https://stream1.freetv.fun/feng-huang-zhong-wen-5.ctv,手动/查找源,凤凰中文
凤凰中文,香港,http://58.19.180.108:9981/stream/channelid/1749482778?profile=pass,手动/查找源,凤凰中文
凤凰中文,香港,https://stream1.freetv.fun/91dffd2dca60b65821a94747f2f3020dfc9642bb89f86ed7fa6d8b0b7487c5d2.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,https://stream1.freetv.fun/feng-huang-zhong-wen-16.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,http://183.237.95.108:9901/tsfile/live/1103_1.m3u8?key=txiptv&playlive=0&authid=0,手动/查找源,凤凰中文
凤凰中文,香港,https://stream1.freetv.fun/feng-huang-zhong-wen-15.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,https://stream1.freetv.fun/feng-huang-zhong-wen-18.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,https://stream1.freetv.fun/fe3d3346f748e4ec230691be958aff27e91c225b43b5855685cd1fbe79c56f60.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,https://stream1.freetv.fun/2b657a181daa345025199e7d6b8de95a1a87b19abceafbd16e2499a49da33c6f.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,https://stream1.freetv.fun/feng-huang-zhong-wen-19.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,https://stream1.freetv.fun/feng-huang-zhong-wen-9.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,https://smt.1678520.xyz/smt3.2.1.php?id=phoenixtv_hd,手动/查找源,凤凰中文
凤凰中文,香港,http://files4.3y1.xyz/media/video/nosignal_h264/playlist.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,https://stream1.freetv.fun/feng-huang-zhong-wen-17.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,https://stream1.freetv.fun/feng-huang-zhong-wen-18.ctv,手动/查找源,凤凰中文
凤凰中文,香港,http://zqh2333.top:2222/rtp/239.93.24.9:2192,手动/查找源,凤凰中文
凤凰中文,香港,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8,手动/查找源,凤凰中文
凤凰中文,香港,https://res.mq-link.com:4438/webapi/filestore/867d77816d08f84176413f09442370c4f236beff.mp4?type=video&docid=da119f&name=%E7%89%87%E5%A4%B4.mp4,手动/查找源,凤凰中文
凤凰香港,香港,http://api.mg.itv888.cn:8080/hls/e9660dce9a6/index.m3u8,手动/查找源,凤凰香港
凤凰香港,香港,https://stream1.freetv.fun/feng-huang-xiang-gang-6.ctv,手动/查找源,凤凰香港
凤凰香港,香港,https://stream1.freetv.fun/feng-huang-xiang-gang-3.m3u8,手动/查找源,凤凰香港
凤凰香港,香港,https://stream1.freetv.fun/feng-huang-xiang-gang-9.ctv,手动/查找源,凤凰香港
凤凰香港,香港,https://epg.pw/stream/5f16dc7fc8aaaed3205516c63e4a8c24bca9dbba1181684244729cf574505b0e.m3u8,手动/查找源,凤凰香港
凤凰香港,香港,https://epg.pw/stream/8770e89223a086eb1b8a0c931e42296d772a8069ad3eb72540e0c434e7cb3e93.m3u8,手动/查找源,凤凰香港
凤凰香港,香港,http://108.181.20.181:46747,手动/查找源,凤凰香港
凤凰香港,香港,https://smt.1678520.xyz/smt3.2.1.php?id=hkphoenix_twn,手动/查找源,凤凰香港
凤凰香港,香港,http://108.181.20.181:36653,手动/查找源,凤凰香港
凤凰香港,香港,https://haoyunlai.serv00.net/Smartv-1.php?id=hkphoenix_twn,手动/查找源,凤凰香港
discovery kids,香港,http://ott.watch/stream/E9LDH2ZCN7/146.m3u8,手动/查找源,discovery
rthk31,香港,https://smt.1678520.xyz/smt3.2.1.php?id=rhk32_twn,手动/查找源,rthk32
星空卫视,香港,https://stream1.freetv.fun/xing-kong-wei-shi-4.ctv,手动/查找源,星空卫视
星空卫视,香港,https://stream1.freetv.fun/xing-kong-wei-shi-11.m3u8,手动/查找源,星空卫视
星空卫视,香港,http://111.221.137.155:44330/tsfile/live/0139_1.m3u8?key=txiptv,手动/查找源,星空卫视
星空卫视,香港,http://122.53.222.9:9981/stream/channelid/2084767267?profile=pass,手动/查找源,星空卫视
星空卫视,香港,https://stream1.freetv.fun/xing-kong-wei-shi-12.m3u8,手动/查找源,星空卫视
星空卫视,香港,https://stream1.freetv.fun/xing-kong-wei-shi-10.m3u8,手动/查找源,星空卫视
星空卫视,香港,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0,手动/查找源,星空卫视
星空卫视,香港,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0#%23%23HLS%5C%5Cn,手动/查找源,星空卫视
星空卫视,香港,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8,手动/查找源,星空卫视
香港卫视,香港,https://stream1.freetv.fun/xiang-gang-wei-shi-13.m3u8,手动/查找源,香港卫视
香港卫视,香港,https://stream1.freetv.fun/xiang-gang-wei-shi-8.m3u8,手动/查找源,香港卫视
香港卫视,香港,https://stream1.freetv.fun/xiang-gang-wei-shi-11.m3u8,手动/查找源,香港卫视
香港卫视,香港,https://stream1.freetv.fun/ae7eaf28d8610cdc1651ef6a1f7dbb24b49c5a87627d0d881330afaea37a1616.m3u8,手动/查找源,香港卫视
香港卫视,香港,https://stream1.freetv.fun/xiang-gang-wei-shi-7.m3u8,手动/查找源,香港卫视
香港卫视,香港,https://stream1.freetv.fun/5335c88a9a7d8b74173b491f480d4f94e8d3bd596af54478106aa2399e6c7917.m3u8,手动/查找源,香港卫视
香港卫视,香港,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8,手动/查找源,香港卫视
香港卫视,香港,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8,手动/查找源,香港卫视
